personaLabel	genderLabel	age	coord	articolo
Roberto Casati	maschio	58	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Roberto_Casati
Roberto Castelli	maschio	73	Point(9.4 45.85)	https://it.wikipedia.org/wiki/Roberto_Castelli
Roberto Cataldi	maschio	59	Point(13.575277777 42.854722222)	https://it.wikipedia.org/wiki/Roberto_Cataldi
Roberto Ceccacci	maschio	81	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Ceccacci
Roberto Centaro	maschio	66	Point(15.283333333 37.083333333)	https://it.wikipedia.org/wiki/Roberto_Centaro
Roberto Ceriotti	maschio	52	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Roberto_Ceriotti
Roberto Certomà	maschio	56	Point(11.756111111 42.249166666)	https://it.wikipedia.org/wiki/Roberto_Certom%C3%A0
Roberto Ceruti	maschio	69	Point(10.993741666 45.438158333)	https://it.wikipedia.org/wiki/Roberto_Ceruti_(giornalista)
Roberto Chevalier	maschio	67	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Chevalier
Roberto Chiarini	maschio	76	Point(10.4323 45.3654)	https://it.wikipedia.org/wiki/Roberto_Chiarini
Roberto Cicciomessere	maschio	73	Point(11.35 46.5)	https://it.wikipedia.org/wiki/Roberto_Cicciomessere
Roberto Cipriani	maschio	74	Point(9.999722222 45.564166666)	https://it.wikipedia.org/wiki/Roberto_Cipriani
Roberto Cipriani	maschio	68	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Roberto_Cipriani_(politico)
Roberto Citran	maschio	64	Point(11.877777777 45.406388888)	https://it.wikipedia.org/wiki/Roberto_Citran
Roberto Ciufoli	maschio	59	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Ciufoli
Roberto Cociancich	maschio	58	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Roberto_Cociancich
Roberto Colombo	maschio	76	Point(12.331944444 45.439722222)	https://it.wikipedia.org/wiki/Roberto_Colombo_(doppiatore)
Roberto Corona	maschio	60	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Corona
Roberto Cosolini	maschio	63	Point(13.804166666 45.636111111)	https://it.wikipedia.org/wiki/Roberto_Cosolini
Roberto Costantini	maschio	67	Point(13.18746 32.87519)	https://it.wikipedia.org/wiki/Roberto_Costantini
Roberto Costanzo	maschio	90	Point(14.880555555 41.310833333)	https://it.wikipedia.org/wiki/Roberto_Costanzo
Roberto Cota	maschio	51	Point(8.616666666 45.45)	https://it.wikipedia.org/wiki/Roberto_Cota
Roberto Cotroneo	maschio	58	Point(8.62 44.913330555)	https://it.wikipedia.org/wiki/Roberto_Cotroneo
Roberto Cotti	maschio	58	Point(9.116666666 39.216666666)	https://it.wikipedia.org/wiki/Roberto_Cotti
Roberto D'Agostino	maschio	71	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_D%27Agostino
Roberto D'Alessandro	maschio	53	Point(16.15 39.4)	https://it.wikipedia.org/wiki/Roberto_D%27Alessandro_(attore)
Roberto De Francesco	maschio	55	Point(14.333333 41.066667)	https://it.wikipedia.org/wiki/Roberto_De_Francesco
Roberto De Marchi	maschio	54	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Roberto_De_Marchi
Roberto De Simone	maschio	86	Point(14.25 40.833333333)	https://it.wikipedia.org/wiki/Roberto_De_Simone
Roberto Deidier	maschio	54	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Deidier
Roberto Dell'Acqua	maschio	73	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Dell%27Acqua
Roberto Della Casa	maschio	77	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Della_Casa
Roberto Della Seta	maschio	60	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Della_Seta
Roberto Deriu	maschio	50	Point(9.3280792 40.3200621)	https://it.wikipedia.org/wiki/Roberto_Deriu
Roberto Di Caro	maschio	66	Point(7.85 44.7)	https://it.wikipedia.org/wiki/Roberto_Di_Caro
Roberto Di Giovan Paolo	maschio	57	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Di_Giovan_Paolo
Roberto Draghetti	maschio	59	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Draghetti
Roberto Esposito	maschio	69	Point(14.25 40.833333333)	https://it.wikipedia.org/wiki/Roberto_Esposito
Roberto Faenza	maschio	76	Point(7.7 45.066666666)	https://it.wikipedia.org/wiki/Roberto_Faenza
Roberto Farnesi	maschio	50	Point(10.486091666 43.685233333)	https://it.wikipedia.org/wiki/Roberto_Farnesi
Roberto Ferrucci	maschio	59	Point(12.22465 45.47547)	https://it.wikipedia.org/wiki/Roberto_Ferrucci
Roberto Fico	maschio	45	Point(14.25 40.833333333)	https://it.wikipedia.org/wiki/Roberto_Fico
Roberto Finzi	maschio	78	Point(12.143888888 43.575555555)	https://it.wikipedia.org/wiki/Roberto_Finzi
Roberto Fiore	maschio	60	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Fiore_(politico)
Roberto Formigoni	maschio	72	Point(9.4 45.85)	https://it.wikipedia.org/wiki/Roberto_Formigoni
Roberto Gallozzi	maschio	59	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Gallozzi
Roberto Gammino	maschio	50	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Gammino
Roberto Gervaso	maschio	82	Point(7.7 45.066666666)	https://it.wikipedia.org/wiki/Roberto_Gervaso
Roberto Giachetti	maschio	58	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Giachetti
Roberto Giacobbo	maschio	58	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Giacobbo
Roberto Goracci	maschio	53	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Goracci
Roberto Gualtieri	maschio	53	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Gualtieri
Roberto Guerzoni	maschio	65	Point(10.92572 44.64582)	https://it.wikipedia.org/wiki/Roberto_Guerzoni
Roberto Herlitzka	maschio	82	Point(7.7 45.066666666)	https://it.wikipedia.org/wiki/Roberto_Herlitzka
Roberto Infascelli	maschio	38	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Infascelli_(attore)
Roberto Innocenti	maschio	79	Point(11.316666666 43.75)	https://it.wikipedia.org/wiki/Roberto_Innocenti
Roberto Ippolito	maschio	68	Point(14.25 40.833333333)	https://it.wikipedia.org/wiki/Roberto_Ippolito
Roberto Laneri	maschio	74	Point(11.339722222 45.520277777)	https://it.wikipedia.org/wiki/Roberto_Laneri
Roberto Lasagna	maschio	84	Point(9.828880555 44.108044444)	https://it.wikipedia.org/wiki/Roberto_Lasagna_(politico)
Roberto Leoni	maschio	19	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Leoni
Roberto Liotti	maschio	73	Point(11.163888888 46.668888888)	https://it.wikipedia.org/wiki/Roberto_Liotti
Roberto Malenotti	maschio	80	Point(10.4 43.716666666)	https://it.wikipedia.org/wiki/Roberto_Malenotti
Roberto Mantovani	maschio	64	Point(11.342777777 44.493888888)	https://it.wikipedia.org/wiki/Roberto_Mantovani_(attore)
Roberto Manzione	maschio	66	Point(14.759722222 40.680555555)	https://it.wikipedia.org/wiki/Roberto_Manzione
Roberto Marchesini	maschio	60	Point(11.342777777 44.493888888)	https://it.wikipedia.org/wiki/Roberto_Marchesini
Roberto Marelli	maschio	82	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Roberto_Marelli
Roberto Mario Sergio Commercio	maschio	64	Point(15.087269444 37.502669444)	https://it.wikipedia.org/wiki/Roberto_Mario_Sergio_Commercio
Roberto Marmo	maschio	67	Point(8.29282 44.72084)	https://it.wikipedia.org/wiki/Roberto_Marmo
Roberto Maroni	maschio	64	Point(8.833333333 45.816666666)	https://it.wikipedia.org/wiki/Roberto_Maroni
Roberto Marti	maschio	45	Point(18.169138888 40.352011111)	https://it.wikipedia.org/wiki/Roberto_Marti
Roberto Mazzotta	maschio	79	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Roberto_Mazzotta
Roberto Meloni	maschio	42	Point(9.0032852 40.5848706)	https://it.wikipedia.org/wiki/Roberto_Meloni_(cantante)
Roberto Menia	maschio	58	Point(12.366666666 46.433333333)	https://it.wikipedia.org/wiki/Roberto_Menia
Roberto Meraviglia	maschio	76	Point(11.756111111 42.249166666)	https://it.wikipedia.org/wiki/Roberto_Meraviglia
Roberto Meroi	maschio	70	Point(13.233333333 46.066666666)	https://it.wikipedia.org/wiki/Roberto_Meroi
Roberto Messina	maschio	85	Point(-7.62 33.599166666)	https://it.wikipedia.org/wiki/Roberto_Messina
Roberto Mezzaroma	maschio	73	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Mezzaroma
Roberto Minervini	maschio	49	Point(12.0 43.0)	https://it.wikipedia.org/wiki/Roberto_Minervini_(regista)
Roberto Morassut	maschio	56	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Morassut
Roberto Mostarda	maschio	66	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Mostarda
Roberto Mura	maschio	64	Point(9.155 45.185280555)	https://it.wikipedia.org/wiki/Roberto_Mura
Roberto Musacchio	maschio	63	Point(-80.216666666 25.783333333)	https://it.wikipedia.org/wiki/Roberto_Musacchio
Roberto Mussapi	maschio	67	Point(7.55 44.383333333)	https://it.wikipedia.org/wiki/Roberto_Mussapi
Roberto Napoletano	maschio	58	Point(9.828880555 44.108044444)	https://it.wikipedia.org/wiki/Roberto_Napoletano
Roberto Napoli	maschio	69	Point(14.983333333 40.616666666)	https://it.wikipedia.org/wiki/Roberto_Napoli
Roberto Nicco	maschio	67	Point(7.766666666 45.6)	https://it.wikipedia.org/wiki/Roberto_Nicco
Roberto Nobile	maschio	72	Point(10.993741666 45.438158333)	https://it.wikipedia.org/wiki/Roberto_Nobile
Roberto Novelli	maschio	57	Point(13.233333333 46.066666666)	https://it.wikipedia.org/wiki/Roberto_Novelli
Roberto Occhiuto	maschio	50	Point(16.25 39.3)	https://it.wikipedia.org/wiki/Roberto_Occhiuto
Roberto Olla	maschio	67	Point(8.321944444 40.557777777)	https://it.wikipedia.org/wiki/Roberto_Olla
Roberto Pacini	maschio	52	Point(11.254166666 43.771388888)	https://it.wikipedia.org/wiki/Roberto_Pacini
Roberto Paggini	maschio	79	Point(10.316666666 43.55)	https://it.wikipedia.org/wiki/Roberto_Paggini
Roberto Panichi	maschio	82	Point(7.55 44.383333333)	https://it.wikipedia.org/wiki/Roberto_Panichi
Roberto Paolo	maschio	55	Point(14.25 40.833333333)	https://it.wikipedia.org/wiki/Roberto_Paolo
Roberto Paterlini	maschio	38	Point(10.220280555 45.538888888)	https://it.wikipedia.org/wiki/Roberto_Paterlini
Roberto Pazzi	maschio	73	Point(9.957541666 44.067263888)	https://it.wikipedia.org/wiki/Roberto_Pazzi
Roberto Pedicini	maschio	57	Point(14.783333333 41.133333333)	https://it.wikipedia.org/wiki/Roberto_Pedicini
Roberto Perpignani	maschio	78	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Perpignani
Roberto Perrone	maschio	62	Point(9.233333333 44.35)	https://it.wikipedia.org/wiki/Roberto_Perrone
Roberto Pinotti	maschio	75	Point(12.331944444 45.439722222)	https://it.wikipedia.org/wiki/Roberto_Pinotti
Roberto Pinza	maschio	78	Point(12.040833333 44.2225)	https://it.wikipedia.org/wiki/Roberto_Pinza
Roberto Piumini	maschio	72	Point(10.33 46.178888888)	https://it.wikipedia.org/wiki/Roberto_Piumini
Roberto Poletti	maschio	48	Point(11.9 46.016666666)	https://it.wikipedia.org/wiki/Roberto_Poletti
Roberto Posse	maschio	76	Point(7.7 45.066666666)	https://it.wikipedia.org/wiki/Roberto_Posse
Roberto Quercetani	maschio	97	Point(11.254166666 43.771388888)	https://it.wikipedia.org/wiki/Roberto_Quercetani
Roberto Rampi	maschio	42	Point(9.433333333 45.7)	https://it.wikipedia.org/wiki/Roberto_Rampi
Roberto Rao	maschio	51	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Rao
Roberto Recchioni	maschio	45	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Recchioni
Roberto Reggi	maschio	59	Point(9.9 44.933333333)	https://it.wikipedia.org/wiki/Roberto_Reggi
Roberto Riccardi	maschio	53	Point(16.866666666 41.125277777)	https://it.wikipedia.org/wiki/Roberto_Riccardi
Roberto Rizzato	maschio	58	Point(11.877777777 45.406388888)	https://it.wikipedia.org/wiki/Roberto_Rizzato
Roberto Rondelli	maschio	56	Point(10.316666666 43.55)	https://it.wikipedia.org/wiki/Roberto_Rondelli
Roberto Roscani	maschio	67	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Roscani
Roberto Rossi Precerutti	maschio	66	Point(7.7 45.066666666)	https://it.wikipedia.org/wiki/Roberto_Rossi_Precerutti
Roberto Rosso	maschio	59	Point(8.458333333 45.134166666)	https://it.wikipedia.org/wiki/Roberto_Rosso_(politico)
Roberto Ruta	maschio	53	Point(14.6684 41.561)	https://it.wikipedia.org/wiki/Roberto_Ruta
Roberto Salemi	maschio	47	Point(13.361262 38.115658)	https://it.wikipedia.org/wiki/Roberto_Salemi
Roberto Salerno	maschio	65	Point(7.7 45.066666666)	https://it.wikipedia.org/wiki/Roberto_Salerno
Roberto Saviano	maschio	40	Point(14.25 40.833333333)	https://it.wikipedia.org/wiki/Roberto_Saviano
Roberto Scheda	maschio	77	Point(10.316666666 43.55)	https://it.wikipedia.org/wiki/Roberto_Scheda
Roberto Sciacca	maschio	60	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Sciacca
Roberto Silvestri	maschio	69	Point(18.169138888 40.352011111)	https://it.wikipedia.org/wiki/Roberto_Silvestri
Roberto Simonetti	maschio	46	Point(8.053333333 45.566388888)	https://it.wikipedia.org/wiki/Roberto_Simonetti
Roberto Soffritti	maschio	78	Point(11.619865 44.835297)	https://it.wikipedia.org/wiki/Roberto_Soffritti
Roberto Spano	maschio	84	Point(9.828880555 44.108044444)	https://it.wikipedia.org/wiki/Roberto_Spano
Roberto Speciale	maschio	76	Point(9.323736111 44.316411111)	https://it.wikipedia.org/wiki/Roberto_Speciale_(politico)
Roberto Speciale	maschio	76	Point(14.133333333 37.4)	https://it.wikipedia.org/wiki/Roberto_Speciale_(generale)
Roberto Speranza	maschio	40	Point(15.8 40.633333333)	https://it.wikipedia.org/wiki/Roberto_Speranza
Roberto Stocchi	maschio	58	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Stocchi
Roberto Sturm	maschio	60	Point(13.516666666 43.616666666)	https://it.wikipedia.org/wiki/Roberto_Sturm
Roberto Sturno	maschio	73	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Sturno
Roberto Tesi	maschio	74	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Tesi
Roberto Tiraboschi	maschio	68	Point(9.67 45.695)	https://it.wikipedia.org/wiki/Roberto_Tiraboschi
Roberto Tortoli	maschio	76	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Tortoli
Roberto Toscano	maschio	76	Point(10.328 44.801472222)	https://it.wikipedia.org/wiki/Roberto_Toscano
Roberto Traversi	maschio	50	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Roberto_Traversi
Roberto Ulivi	maschio	78	Point(10.916666666 43.933333333)	https://it.wikipedia.org/wiki/Roberto_Ulivi
Roberto Vasai	maschio	68	Point(11.567866666 43.523397222)	https://it.wikipedia.org/wiki/Roberto_Vasai
Roberto Vecchioni	maschio	76	Point(9.233333333 45.683333333)	https://it.wikipedia.org/wiki/Roberto_Vecchioni
Roberto Villetti	maschio	75	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_Villetti_(politico)
Roberto Visentin (1953)	maschio	66	Point(12.901666666 46.111388888)	https://it.wikipedia.org/wiki/Roberto_Visentin_(1953)
Roberto Zaccaria	maschio	78	Point(12.5685 44.0595)	https://it.wikipedia.org/wiki/Roberto_Zaccaria
Roberto Zaffini	maschio	58	Point(13.019755555 43.843530555)	https://it.wikipedia.org/wiki/Roberto_Zaffini
Roberto Zaghi	maschio	50	Point(11.619865 44.835297)	https://it.wikipedia.org/wiki/Roberto_Zaghi
Roberto Zapperi	maschio	87	Point(15.087269444 37.502669444)	https://it.wikipedia.org/wiki/Roberto_Zapperi
Roberto Zibetti	maschio	48	Point(-74.5 40.0)	https://it.wikipedia.org/wiki/Roberto_Zibetti
Roberto de Mattei	maschio	71	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Roberto_de_Mattei
Robi Ronza	maschio	78	Point(8.833333333 45.816666666)	https://it.wikipedia.org/wiki/Robi_Ronza
Robinio Costi	maschio	76	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Robinio_Costi
Rocco Barbaro	maschio	64	Point(7.527222222 45.0725)	https://it.wikipedia.org/wiki/Rocco_Barbaro
Rocco Brindisi	maschio	75	Point(15.8 40.633333333)	https://it.wikipedia.org/wiki/Rocco_Brindisi
Rocco Buttiglione	maschio	71	Point(17.991667 40.055556)	https://it.wikipedia.org/wiki/Rocco_Buttiglione
Rocco Caccavari	maschio	81	Point(16.433333333 38.816666666)	https://it.wikipedia.org/wiki/Rocco_Caccavari
Rocco Casalino	maschio	47	Point(8.35 49.533333333)	https://it.wikipedia.org/wiki/Rocco_Casalino
Rocco Crimi	maschio	60	Point(14.766666666 38.033333333)	https://it.wikipedia.org/wiki/Rocco_Crimi
Rocco Familiari	maschio	80	Point(38.736944444 9.027222222)	https://it.wikipedia.org/wiki/Rocco_Familiari
Rocco Fasano	maschio	26	Point(15.8 40.633333333)	https://it.wikipedia.org/wiki/Rocco_Fasano
Rocco Gaetani	maschio	62	Point(17.116666666 39.083333333)	https://it.wikipedia.org/wiki/Rocco_Gaetani
Rocco Girlanda	maschio	53	Point(12.5772674 43.3517882)	https://it.wikipedia.org/wiki/Rocco_Girlanda
Rocco Giusti	maschio	34	Point(10.316666666 43.55)	https://it.wikipedia.org/wiki/Rocco_Giusti
Rocco Granata	maschio	81	Point(16.333333333 39.233333333)	https://it.wikipedia.org/wiki/Rocco_Granata
Rocco Larizza	maschio	69	Point(15.716666666 38.25)	https://it.wikipedia.org/wiki/Rocco_Larizza
Rocco Maggi	maschio	71	Point(17.233333333 40.6)	https://it.wikipedia.org/wiki/Rocco_Maggi
Rocco Mortelliti	maschio	60	Point(13.516666666 41.55)	https://it.wikipedia.org/wiki/Rocco_Mortelliti
Rocco Palese	maschio	66	Point(18.25 39.916666666)	https://it.wikipedia.org/wiki/Rocco_Palese
Rocco Papaleo	maschio	61	Point(15.835833333 40.047222222)	https://it.wikipedia.org/wiki/Rocco_Papaleo
Rocco Pignataro	maschio	65	Point(16.983333333 41.033333333)	https://it.wikipedia.org/wiki/Rocco_Pignataro
Rocco Sinisgalli	maschio	72	Point(16.133333333 40.283333333)	https://it.wikipedia.org/wiki/Rocco_Sinisgalli
Rocco Tanica	maschio	55	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Rocco_Tanica
Rocco Vito Loreto	maschio	76	Point(16.933333333 40.633333333)	https://it.wikipedia.org/wiki/Rocco_Vito_Loreto
Rodolfo Baldini	maschio	71	Point(10.916666666 43.933333333)	https://it.wikipedia.org/wiki/Rodolfo_Baldini
Rodolfo Bianchi	maschio	67	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Rodolfo_Bianchi
Rodolfo Bigotti	maschio	63	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Rodolfo_Bigotti
Rodolfo Carelli	maschio	88	Point(14.633333333 41.066666666)	https://it.wikipedia.org/wiki/Rodolfo_Carelli
Rodolfo Corsato	maschio	55	Point(11.877777777 45.406388888)	https://it.wikipedia.org/wiki/Rodolfo_Corsato
Rodolfo De Laurentiis	maschio	59	Point(13.585833333 41.887777777)	https://it.wikipedia.org/wiki/Rodolfo_De_Laurentiis
Rodolfo Di Biasio	maschio	82	Point(13.808611111 41.301666666)	https://it.wikipedia.org/wiki/Rodolfo_Di_Biasio
Rodolfo Gigli	maschio	84	Point(12.104166666 42.418611111)	https://it.wikipedia.org/wiki/Rodolfo_Gigli
Rodolfo Giuliano Viola	maschio	60	Point(12.633333333 45.683333333)	https://it.wikipedia.org/wiki/Rodolfo_Giuliano_Viola
Rodolfo Laganà	maschio	62	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Rodolfo_Lagan%C3%A0
Rodolfo Mantovani	maschio	41	Point(12.703333333 42.956111111)	https://it.wikipedia.org/wiki/Rodolfo_Mantovani
Rodolfo Pietro Bollini	maschio	96	Point(8.908888888 45.5969)	https://it.wikipedia.org/wiki/Rodolfo_Pietro_Bollini
Rodolfo Sacco	maschio	96	Point(7.733333333 44.55)	https://it.wikipedia.org/wiki/Rodolfo_Sacco
Rodolfo Torti	maschio	72	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Rodolfo_Torti
Rodolfo Traversa	maschio	82	Point(7.7 45.066666666)	https://it.wikipedia.org/wiki/Rodolfo_Traversa
Roger A. Fratter	maschio	51	Point(9.67 45.695)	https://it.wikipedia.org/wiki/Roger_A._Fratter
Roger Abravanel	maschio	73	Point(13.18746 32.87519)	https://it.wikipedia.org/wiki/Roger_Abravanel
Roger De Menech	maschio	46	Point(12.215561111 46.140830555)	https://it.wikipedia.org/wiki/Roger_De_Menech
Roland Riz	maschio	92	Point(11.35 46.5)	https://it.wikipedia.org/wiki/Roland_Riz
Rolando Fontan	maschio	58	Point(11.833333333 46.183333333)	https://it.wikipedia.org/wiki/Rolando_Fontan
Rolando Nannicini	maschio	73	Point(11.567866666 43.523397222)	https://it.wikipedia.org/wiki/Rolando_Nannicini
Rolando Panerai	maschio	95	Point(11.133333333 43.825555555)	https://it.wikipedia.org/wiki/Rolando_Panerai
Rolando Picchioni	maschio	83	Point(9.086138888 45.81025)	https://it.wikipedia.org/wiki/Rolando_Picchioni
Rolando Ravello	maschio	50	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Rolando_Ravello
Romana Petri	femmina	54	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Romana_Petri
Romano De Marco	maschio	54	Point(14.291908333 42.418058333)	https://it.wikipedia.org/wiki/Romano_De_Marco
Romano Ferrauto	maschio	80	Point(11.983333333 42.7)	https://it.wikipedia.org/wiki/Romano_Ferrauto
Romano Garofalo	maschio	78	Point(12.5685 44.0595)	https://it.wikipedia.org/wiki/Romano_Garofalo
Romano Ghini	maschio	85	Point(10.328 44.801472222)	https://it.wikipedia.org/wiki/Romano_Ghini
Romano Luperini	maschio	79	Point(10.516666666 43.85)	https://it.wikipedia.org/wiki/Romano_Luperini
Romano Malaspina	maschio	80	Point(7.633333333 45.116666666)	https://it.wikipedia.org/wiki/Romano_Malaspina
Romano Maria La Russa	maschio	67	Point(14.9 37.566666666)	https://it.wikipedia.org/wiki/Romano_Maria_La_Russa
Romano Misserville	maschio	85	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Romano_Misserville
Romano Penna	maschio	82	Point(8.183333333 44.733333333)	https://it.wikipedia.org/wiki/Romano_Penna
Romano Prodi	maschio	80	Point(10.687777777 44.5925)	https://it.wikipedia.org/wiki/Romano_Prodi
Romano Scarfagna	maschio	68	Point(13.822382 42.441795)	https://it.wikipedia.org/wiki/Romano_Scarfagna
Romano Scarfagna	maschio	68	Point(13.816666666 42.45)	https://it.wikipedia.org/wiki/Romano_Scarfagna
Romeo Castellucci	maschio	59	Point(12.233333333 44.133333333)	https://it.wikipedia.org/wiki/Romeo_Castellucci
Romeo Ricciuti	maschio	89	Point(14.283333333 42.3)	https://it.wikipedia.org/wiki/Romeo_Ricciuti
Romina Mondello	femmina	45	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Romina_Mondello
Romina Mura	femmina	49	Point(9.2738342 39.8136787)	https://it.wikipedia.org/wiki/Romina_Mura
Romina Oprandi	femmina	33	Point(7.506944444 47.049722222)	https://it.wikipedia.org/wiki/Romina_Oprandi
Romina Oprandi	femmina	33	Point(7.50357 47.05215)	https://it.wikipedia.org/wiki/Romina_Oprandi
Romolo Bugaro	maschio	57	Point(11.877777777 45.406388888)	https://it.wikipedia.org/wiki/Romolo_Bugaro
Romolo Guerreri	maschio	29	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Romolo_Guerreri
Romolo Guerrieri	maschio	88	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Romolo_Guerrieri
Romualdo Coviello	maschio	79	Point(15.716666666 40.733333333)	https://it.wikipedia.org/wiki/Romualdo_Coviello
Rosa D'Amato	femmina	50	Point(17.240833333 40.418055555)	https://it.wikipedia.org/wiki/Rosa_D%27Amato
Rosa De Pasquale	femmina	62	Point(10.533333333 45.6)	https://it.wikipedia.org/wiki/Rosa_De_Pasquale
Rosa Filippini	femmina	65	Point(14.25 40.833333333)	https://it.wikipedia.org/wiki/Rosa_Filippini
Rosa Fumetto	femmina	73	Point(7.7 45.066666666)	https://it.wikipedia.org/wiki/Rosa_Fumetto
Rosa Giannetta Alberoni	femmina	74	Point(15.233333333 41.05)	https://it.wikipedia.org/wiki/Rosa_Giannetta_Alberoni
Rosa Maria Di Giorgi	femmina	64	Point(15.65 38.114438888)	https://it.wikipedia.org/wiki/Rosa_Maria_Di_Giorgi
Rosa Maria Fusco	femmina	66	Point(16.6 40.666666666)	https://it.wikipedia.org/wiki/Rosa_Maria_Fusco
Rosa Maria Villecco	femmina	61	Point(16.25 39.3)	https://it.wikipedia.org/wiki/Rosa_Maria_Villecco
Rosa Pianeta	femmina	64	Point(7.7 45.066666666)	https://it.wikipedia.org/wiki/Rosa_Pianeta
Rosa Rinaldi	femmina	64	Point(15.966666666 41.7)	https://it.wikipedia.org/wiki/Rosa_Rinaldi
Rosa Russo Iervolino	femmina	83	Point(14.25 40.833333333)	https://it.wikipedia.org/wiki/Rosa_Russo_Iervolino
Rosa Suppa	femmina	60	Point(14.383333333 41.033333333)	https://it.wikipedia.org/wiki/Rosa_Suppa
Rosalba Benzoni	femmina	77	Point(9.086138888 45.81025)	https://it.wikipedia.org/wiki/Rosalba_Benzoni
Rosalba Bongiovanni	femmina	70	Point(12.8 41.816666666)	https://it.wikipedia.org/wiki/Rosalba_Bongiovanni
Rosalba Cesini	femmina	69	Point(13.516666666 43.616666666)	https://it.wikipedia.org/wiki/Rosalba_Cesini
Rosalba Grottesi	femmina	73	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Rosalba_Grottesi
Rosalba Neri	femmina	80	Point(12.040833333 44.2225)	https://it.wikipedia.org/wiki/Rosalba_Neri
Rosalia Misseri	femmina	40	Point(14.761388888 36.867222222)	https://it.wikipedia.org/wiki/Rosalia_Misseri
Rosalia Porcaro	femmina	53	Point(14.3 40.9)	https://it.wikipedia.org/wiki/Rosalia_Porcaro
Rosalina Neri	femmina	85	Point(8.866666666 45.866666666)	https://it.wikipedia.org/wiki/Rosalina_Neri
Rosalinda Celentano	femmina	51	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Rosalinda_Celentano
Rosalinda Galli	femmina	70	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Rosalinda_Galli
